,audienceRating,Genre,criticRating,timeMin,grossMillions,Movie,Vote,Year
1483,7.3,Crime,78,134,0.06,El aura,11637,2005
1484,6.8,Comedy,80,94,1.25,Tournage dans un jardin anglais,11630,2005
1485,8.0,Drama,86,153,0.08,La mort de Dante Lazarescu,11340,2005
1486,5.7,Comedy,36,116,50.63,"Madea, grand-mère justicière",11241,2005
1487,5.1,Comedy,36,86,16.81,Basket Academy,11183,2005
1488,7.3,Crime,72,90,0.0,Pusher III - L'ange de la mort,11133,2005
1489,7.1,Comedy,62,84,0.37,Conversation(s) avec une femme,10776,2005
1490,7.5,Drama,68,115,0.02,The Secret Life of Words,10711,2005
1491,6.9,Drama,59,106,32.7,Dreamer: Inspiré d'une histoire vraie,10703,2005
1492,8.1,Documentary,73,96,0.0,Metal: A Headbanger's Journey,10575,2005
1493,6.3,Comedy,55,105,0.54,Romance & Cigarettes,10509,2005
1494,6.3,Drama,61,82,0.13,Edmond,10308,2005
1495,7.7,Drama,71,115,0.0,Shooting Dogs,10221,2005
1496,6.7,Drama,59,112,0.71,The Ballad of Jack and Rose,9937,2005
1497,6.6,Biography,64,91,1.41,The Notorious Bettie Page,9440,2005
1498,8.1,Documentary,68,98,1.44,Why We Fight,9366,2005
1499,6.6,Comedy,33,105,0.02,Dear Wendy,9335,2005
1500,7.8,Documentary,87,88,1.52,Murderball,9322,2005
1501,6.6,Comedy,45,104,0.31,Pretty Persuasion,9086,2005
1502,6.4,Comedy,54,106,32.65,Winn-Dixie mon meilleur ami,9077,2005
1503,7.3,Comedy,68,115,0.01,La méthode,8804,2005
1504,5.3,Drama,55,117,0.25,Dominion: Prequel to the Exorcist,8761,2005
1505,5.2,Horror,34,98,0.17,Tamara,8727,2005
1506,6.7,Drama,47,144,2.48,Adieu Cuba,8655,2005
1507,4.7,Horror,25,87,0.88,Venom,8521,2005
1508,5.6,Action,53,121,8.19,Wu ji - La légende des cavaliers du vent,8476,2005
1509,6.4,Comedy,57,128,1.31,Happy Endings,8419,2005
1510,7.2,Documentary,84,103,11.69,Dave Chappelle's Block Party,8151,2005
1511,7.1,Crime,73,100,0.0,Election,8066,2005
1512,5.7,Comedy,43,103,1.53,Trust the Man,7984,2005
1513,8.0,Documentary,77,110,0.33,The Devil and Daniel Johnston,7879,2005
1514,5.9,Comedy,28,87,0.15,Dirty Deeds,7778,2005
1515,7.1,Drama,67,81,0.12,Le temps qui reste,7696,2005
1516,6.3,Crime,77,114,0.01,Little Fish,7680,2005
1517,2.7,Comedy,31,95,10.11,In the Mix,7658,2005
1518,6.4,Comedy,56,98,0.1,Winter Passing,7584,2005
1519,6.1,Comedy,57,97,2.07,Strangers with Candy,7272,2005
1520,6.6,Comedy,54,91,0.15,Lonesome Jim,7178,2005
1521,6.6,Crime,63,73,0.15,Bubble,7049,2005
1522,7.3,Adventure,82,100,0.86,Duma,6859,2005
1523,6.6,Drama,58,105,0.28,The King,6848,2005
1524,3.1,Comedy,31,90,12.83,The Honeymooners,6628,2005
1525,7.1,Crime,57,127,0.0,Antikörper,6526,2005
1526,5.4,Crime,21,92,0.04,The Zodiac,6503,2005
1527,7.6,Drama,65,94,0.1,12 and Holding,6330,2005
1528,3.5,Comedy,9,91,0.06,Dirty Love,6243,2005
1529,5.5,Drama,54,104,1.18,Les mots retrouvés,6211,2005
1530,5.6,Action,33,93,0.37,Shadowboxer,6190,2005
1531,6.4,Action,48,107,0.0,Initial D,6164,2005
1532,6.8,Drama,80,115,0.48,Nine Lives,6106,2005
1533,7.0,Drama,87,140,0.2,Être sans destin,5964,2005
1534,6.0,Comedy,59,112,17.38,La fièvre du roller,5898,2005
1535,6.8,Documentary,64,89,0.65,Inside Deep Throat,5865,2005
1536,6.2,Comedy,57,86,0.07,Appelez-moi Kubrick,5855,2005
1537,7.3,Biography,58,99,0.63,"The Prize Winner of Defiance, Ohio",5823,2005
1538,6.6,Drama,54,107,0.09,Fierce People,5800,2005
1539,6.3,Comedy,45,96,0.02,The Moguls,5736,2005
1540,6.7,Drama,60,135,1.67,La comtesse blanche,5623,2005
1541,7.9,Documentary,73,90,0.07,Crossing the Bridge: The Sound of Istanbul,5376,2005
1542,5.5,Comedy,44,99,0.13,The Wendell Baker Story,5299,2005
1543,8.5,Crime,85,151,132.38,Les infiltrés,976137,2006
1544,8.5,Drama,66,130,53.09,Le prestige,959852,2006
1545,7.7,Action,52,117,210.61,300,654718,2006
1546,7.3,Action,53,151,423.32,Pirates des Caraïbes - Le secret du coffre maudit,573925,2006
1547,8.2,Drama,98,118,37.63,Le labyrinthe de Pan,519666,2006
1548,8.0,Action,80,144,167.45,Casino Royale,508583,2006
1549,8.0,Adventure,64,143,57.37,Blood Diamond,434814,2006
1550,6.7,Action,58,104,234.36,X-Men: L'affrontement final,419900,2006
1551,7.9,Drama,84,109,35.55,Les fils de l'homme,396411,2006
1552,7.8,Comedy,80,101,59.89,Little Miss Sunshine,384933,2006
1553,8.0,Biography,64,117,163.57,À la recherche du bonheur,374769,2006
1554,6.6,Mystery,46,149,217.54,Da Vinci Code,348740,2006
1555,7.6,Drama,68,110,39.87,L'illusionniste,319676,2006
1556,7.3,Comedy,89,84,128.51,"Borat, leçons culturelles sur l'Amérique au profit de la glorieuse nation Kazakhstan",315437,2006
1557,6.8,Comedy,62,109,124.74,Le diable s'habille en Prada,311831,2006
1558,7.1,Animation,73,117,244.08,Cars - Quatre roues,296085,2006
1559,7.6,Crime,76,129,88.51,Inside Man - L'homme de l'intérieur,293467,2006
1560,8.5,Drama,89,137,11.29,La vie des autres,290420,2006
1561,6.9,Action,66,126,134.03,Mission: Impossible III,278417,2006
1562,7.8,Crime,53,110,22.49,Slevin,278034,2006
1563,6.4,Comedy,45,107,137.36,Click - télécommandez votre vie,266424,2006
1564,6.4,Adventure,48,108,250.86,La nuit au musée,261649,2006
1565,7.0,Action,59,126,64.04,Déjà vu,260501,2006
1566,7.5,Drama,69,143,34.3,Babel,259708,2006
1567,7.8,Action,68,139,50.87,Apocalypto,254904,2006
1568,6.1,Action,72,154,200.08,Superman Returns,251293,2006
1569,6.8,Animation,58,91,195.33,L'âge de glace 2,214661,2006
1570,7.0,Action,57,88,27.83,Hyper tension,210329,2006
1571,7.3,Drama,51,96,10.14,The Fountain,205596,2006
1572,7.5,Crime,56,147,2.22,Le parfum - Histoire d'un meurtrier,205389,2006
1573,6.9,Comedy,52,138,63.22,The Holiday,201782,2006
1574,6.0,Action,45,104,62.51,Fast & Furious: Tokyo Drift,201514,2006
1575,7.6,Comedy,67,113,40.14,L'incroyable destin de Harold Crick,198436,2006
1576,6.6,Adventure,31,125,46.98,Silent Hill,191299,2006
1577,7.2,Drama,63,102,70.27,Rocky Balboa,176251,2006
1578,6.7,Action,36,106,62.32,Underworld 2: Evolution,171251,2006
1579,7.7,Biography,74,123,17.61,Le dernier roi d'Écosse,156502,2006
1580,6.2,Horror,48,108,80.24,Saw III,155426,2006
1581,6.5,Animation,77,108,198.0,Happy Feet,146077,2006
1582,6.6,Action,66,108,148.21,"Ricky Bobby, roi du circuit",141941,2006
1583,6.4,Horror,52,107,41.78,La colline a des yeux,140659,2006
1584,7.9,Drama,89,141,13.76,Lettres d'Iwo Jima,140013,2006
1585,6.7,Animation,67,83,155.02,"Nos voisins, les hommes",137788,2006
1586,6.4,Comedy,45,105,2.34,She's the Man,127175,2006
1587,6.7,Action,45,109,35.66,Mi$e à prix,126573,2006
1588,6.8,Drama,52,99,52.33,Entre deux rives,122342,2006
1589,5.6,Action,58,105,34.02,Des serpents dans l'avion,121015,2006
1590,7.4,Comedy,65,97,24.14,Clerks II,120058,2006
1591,6.6,Adventure,66,84,0.44,Idiocracy,119766,2006
1592,6.6,Action,63,102,36.88,16 blocs,117469,2006
1593,5.1,Action,38,104,75.03,Eragon,113037,2006
1594,5.8,Horror,41,93,54.1,Destination finale 3,111898,2006
1595,6.5,Comedy,47,93,36.32,Admis à tous prix,111469,2006
1596,5.8,Comedy,45,106,118.7,La rupture,109432,2006
1597,7.1,Drama,79,135,33.6,Mémoires de nos pères,107035,2006
1598,7.7,Crime,86,101,0.33,This Is England,104792,2006
1599,5.1,Comedy,40,83,90.71,Scary Movie 4,100510,2006
1600,6.5,Crime,48,104,65.33,Sexy Dance,98641,2006
1601,6.0,Action,65,134,63.45,Miami Vice - Deux flics à Miami,98116,2006
1602,7.6,Drama,75,136,5.46,Little Children,96912,2006
1603,7.9,Adventure,64,117,2.28,The Fall,95953,2006
1604,7.1,Animation,73,100,5.5,A Scanner Darkly,95351,2006
1605,6.6,Animation,74,85,64.67,Souris City,93705,2006
1606,7.3,Biography,91,103,56.44,The Queen,92431,2006
1607,6.9,Biography,53,118,15.23,Alpha Dog,91940,2006
1608,6.8,Adventure,55,93,8.32,Tenacious D in The Pick of Destiny,91629,2006
1609,7.4,Action,41,122,6.86,La peur au ventre,91432,2006
1610,6.7,Drama,61,167,59.95,Raisons d'état,90794,2006
1611,7.3,Adventure,77,120,5.49,Rescue Dawn,90246,2006
1612,7.6,Drama,90,111,31.57,Vol 93,88386,2006
1613,5.6,Action,50,98,60.67,Poséidon,87210,2006
1614,6.4,Biography,65,123,15.96,Marie Antoinette,86817,2006
1615,5.6,Drama,36,110,42.29,La jeune fille de l'eau,84807,2006
1616,7.6,Comedy,84,121,12.9,Volver,82819,2006
1617,7.5,Drama,69,125,8.06,Le voile des illusions,82277,2006
1618,6.6,Animation,68,91,73.66,Monster House,81021,2006
1619,6.9,Action,53,139,55.01,Coast Guards,79520,2006
1620,7.0,Action,85,120,2.2,The Host,77705,2006
1621,6.9,Comedy,47,117,7.46,Une grande année,77121,2006
1622,7.2,Comedy,54,102,0.02,Cashback,76650,2006
1623,7.2,Drama,85,106,2.69,Half Nelson,76272,2006
1624,4.4,Action,18,88,18.5,Ultraviolet,73863,2006
1625,7.5,Documentary,75,96,23.81,Une vérité qui dérange,73623,2006
1626,6.7,Comedy,48,96,10.53,Scoop,72502,2006
1627,6.2,Animation,49,86,85.11,Les rebelles de la forêt,72161,2006
1628,5.6,Comedy,46,110,75.63,Toi et moi... et Dupree,71939,2006
1629,5.8,Comedy,41,89,41.01,John Tucker doit mourir,71875,2006
1630,6.0,Drama,66,129,70.28,World Trade Center,71143,2006
1631,7.0,Comedy,33,94,6.09,Crazy Party,71051,2006
1632,5.6,Adventure,38,93,82.23,La panthère rose,70847,2006
1633,5.7,Comedy,52,92,80.2,Super Nacho,70611,2006
1634,7.4,Crime,73,92,17.51,Chronique d'un scandale,67820,2006
1635,7.7,Action,70,104,24.62,Le maître d'armes,66100,2006
1636,6.5,Comedy,69,95,7.77,Horribilis,66071,2006
1637,5.6,Crime,49,121,22.52,Le dahlia noir,65958,2006
1638,7.3,Comedy,66,120,4.86,"Paris, je t'aime",65689,2006
1639,7.8,Drama,71,145,4.4,Black Book,64591,2006
1640,7.3,Comedy,70,105,4.66,La science des rêves,63967,2006
1641,5.6,Comedy,47,97,88.72,Playboy à saisir,62912,2006
1642,6.5,Drama,76,130,103.37,Dreamgirls,60726,2006
1643,5.9,Horror,30,91,39.52,Massacre à la tronçonneuse - Le commencement,60581,2006
1644,7.1,Documentary,66,92,72.78,Jackass Deux: Le film,59815,2006
1645,6.3,Comedy,46,110,19.19,Beerfest,57354,2006
1646,3.7,Horror,36,102,23.64,The Wicker Man,56712,2006
1647,5.1,Comedy,50,96,22.53,Ma super ex,56528,2006
1648,7.1,Biography,63,105,57.79,Invincible,56417,2006
1649,7.0,Drama,52,116,9.4,Black Snake Moan,55979,2006
1650,6.8,Comedy,48,104,10.01,Penelope,54309,2006
1651,7.7,Animation,81,90,0.88,Paprika,52989,2006
1652,7.3,Adventure,64,120,81.61,"Antartica, prisonniers du froid",52955,2006
1653,2.7,Comedy,11,83,48.55,Sexy Movie,52579,2006
1654,5.8,Crime,45,105,48.75,Firewall,52037,2006
1655,5.5,Horror,43,110,54.61,La malédiction,51316,2006
1656,7.1,Drama,53,131,43.55,We Are Marshall,50589,2006
1657,5.5,Adventure,33,99,71.73,Camping Car,49651,2006
1658,7.3,Comedy,62,88,0.32,Petits suicides entre amis,48967,2006
1659,5.4,Comedy,29,103,17.32,Lucky Girl,47745,2006
1660,6.8,Drama,49,125,14.73,Tristan & Yseult,47181,2006
1661,7.0,Drama,72,180,0.75,Inland Empire,46183,2006
1662,6.1,Action,49,108,36.28,The Sentinel,44194,2006
1663,5.6,Action,25,80,57.65,La revanche des losers,43254,2006
1664,4.3,Comedy,26,98,58.65,Little Man,42832,2006
1665,7.5,Crime,82,131,6.18,Ne le dis à personne,42707,2006
1666,5.3,Action,19,97,23.29,Le pacte du sang,41837,2006
1667,5.0,Horror,33,102,39.14,The Grudge 2,41789,2006
1668,4.8,Action,38,87,0.48,DOA: Dead or Alive,40170,2006
1669,7.5,Drama,82,127,1.83,Le vent se lève,39831,2006
1670,5.5,Comedy,36,103,28.44,Employés modèles,39593,2006
1671,7.0,Biography,54,117,11.24,Bobby,39244,2006
1672,6.5,Comedy,57,115,11.6,Last Kiss,39064,2006
1673,7.3,Drama,57,116,0.04,Candy,38510,2006
1674,7.0,Action,70,111,6.57,La cité interdite,38423,2006
1675,5.1,Horror,27,87,47.86,Terreur sur la ligne,37704,2006
1676,6.5,Action,47,140,13.08,Flyboys,37653,2006
1677,7.2,Biography,58,118,42.64,Les Chemins du triomphe,37500,2006
1678,5.8,Comedy,62,87,0.08,Black Sheep,36329,2006
1679,6.9,Crime,52,125,38.43,Rédemption,36170,2006
1680,4.6,Comedy,34,99,70.17,Big Mamma 2,35020,2006
1681,5.5,Comedy,44,145,0.28,Southland Tales,33854,2006
1682,6.5,Comedy,62,96,0.14,Severance,33434,2006
1683,5.3,Comedy,51,104,18.6,Aquamarine,33310,2006
1684,4.3,Drama,26,114,5.97,Basic Instinct 2,33163,2006
1685,5.4,Horror,36,93,7.03,Paradise Lost,32804,2006
1686,5.9,Animation,59,88,28.14,"Lucas, fourmi malgré lui",32303,2006
1687,5.0,Animation,37,82,28.43,Garfield 2,31256,2006
1688,6.5,Action,59,132,0.45,Day Watch,31085,2006
1689,6.3,Comedy,68,97,82.99,Le petit monde de Charlotte,30814,2006
1690,6.5,Biography,62,126,14.42,Hollywoodland,30471,2006
1691,7.1,Biography,65,125,1.17,Jugez-moi coupable,29818,2006
1692,6.1,Drama,62,102,7.01,Bug,29632,2006
1693,6.2,Comedy,39,115,37.44,Man of the Year,29239,2006
1694,4.7,Action,45,92,18.84,The Marine,29141,2006
1695,6.5,Drama,64,101,1.99,Shortbus,29050,2006
1696,6.0,Animation,39,94,15.13,Arthur et les Minimoys,28035,2006
1697,7.8,Drama,78,120,0.41,After the Wedding,27883,2006
1698,7.0,Comedy,72,106,1.5,Hors de prix,27644,2006
1699,5.6,Horror,44,90,0.0,Tous les Garçons aiment Mandy Lane,27579,2006
1700,5.9,Comedy,44,100,17.8,L'école des dragueurs,27342,2006
1701,6.5,Crime,44,85,0.14,Blackout,27175,2006
1702,5.1,Horror,24,85,23.09,Stay Alive,27154,2006
1703,6.9,Biography,52,113,1.0,Les fantômes de Goya,26563,2006
1704,6.5,Animation,47,115,0.05,Les contes de Terremer,26438,2006
1705,6.7,Comedy,70,93,0.3,Fido,26228,2006
1706,6.7,Action,62,115,0.42,Seraphim Falls,26213,2006
1707,6.5,Horror,60,77,0.0,Ils,26156,2006
1708,7.5,Documentary,75,98,0.3,This Film Is Not Yet Rated,26140,2006
1709,4.7,Horror,27,90,20.26,Pulse,26080,2006
1710,4.7,Adventure,32,97,84.5,Super Noël méga givré - Super Noël 3,25339,2006
1711,7.0,Biography,57,88,2.98,Miss Potter,25284,2006
1712,5.7,Comedy,57,85,0.16,Butcher: la légende de Victor Crowley,24930,2006
1713,7.5,Documentary,62,84,0.9,Jesus Camp,24253,2006
1714,6.4,Comedy,53,103,26.87,Stick It,24047,2006
1715,6.4,Comedy,52,112,38.36,Vacances sur ordonnance,23356,2006
1716,5.1,Action,17,84,15.03,See No Evil,23301,2006
1717,5.5,Comedy,45,107,7.19,American Dreamz,23252,2006
1718,7.0,Crime,67,100,0.52,Il était une fois dans le Queens,23145,2006
1719,5.6,Animation,42,90,72.78,La ferme en folie,22976,2006
1720,6.7,Drama,55,118,34.74,Dance with Me,22885,2006
1721,7.3,Drama,40,120,3.96,Le guerrier pacifique,22793,2006
1722,6.1,Drama,49,105,1.31,The Good German,22389,2006
1723,7.5,Biography,65,118,21.21,Amazing Grace,22047,2006
1724,6.3,Comedy,64,116,1.0,Fast Food Nation,21847,2006
1725,6.2,Drama,37,128,7.22,Les fous du roi,21760,2006
1726,4.6,Horror,22,84,16.24,Black Christmas,21557,2006
1727,5.8,Comedy,68,88,13.37,Friends with Money,21398,2006
1728,5.1,Action,42,93,0.65,Alex Rider: Stormbreaker,21371,2006
1729,6.0,Comedy,27,84,4.61,Bienvenue en prison,20972,2006
1730,6.3,Adventure,55,104,11.0,The Astronaut Farmer,20732,2006
1731,6.2,Comedy,52,116,6.75,Courir avec des ciseaux,20723,2006
1732,6.5,Crime,56,120,0.93,Par effraction,20698,2006
1733,5.3,Animation,47,82,37.38,The Wild,20540,2006
1734,4.8,Comedy,21,97,4.26,Van Wilder 2: The Rise of Taj,20348,2006
1735,6.8,Comedy,75,105,20.34,The Last Show,20340,2006
1736,6.0,Comedy,43,124,15.27,Catch and Release,20050,2006
1737,3.9,Comedy,17,98,11.44,Material Girls,19996,2006
1738,7.6,Drama,88,110,4.57,Loin d'elle,19763,2006
1739,6.4,Biography,45,90,1.66,Portrait d'une muse,19335,2006
1740,6.7,Comedy,69,92,0.21,Starter for 10,19284,2006
1741,5.8,Drama,37,108,17.13,Annapolis,18759,2006
1742,6.9,Comedy,74,109,2.71,History Boys,18692,2006
1743,6.5,Crime,60,108,0.19,Coeurs perdus,18571,2006
1744,4.9,Comedy,28,93,35.09,Voisin contre voisin,18501,2006
1745,6.8,Comedy,66,92,0.07,Behind the Mask: The Rise of Leslie Vernon,18330,2006
1746,7.6,Drama,82,122,8.66,Un nom pour un autre,17436,2006
1747,7.5,Drama,72,112,18.81,Akeelah,16352,2006
1748,4.3,Action,26,83,11.63,Zoom - l'académie des super-héros,16267,2006
1749,4.4,Comedy,43,98,61.12,Raymond,16002,2006
1750,5.5,Comedy,32,89,3.09,Son ex et moi,15711,2006
1751,6.3,Comedy,54,102,3.3,Art School Confidential,15552,2006
1752,7.4,Drama,49,114,3.44,The Ultimate Gift,15303,2006
1753,7.1,Action,62,99,0.3,"OSS 117: Le Caire, nid d'espions",15112,2006
1754,6.7,Comedy,70,116,7.16,Faussaire,15079,2006
1755,7.1,Biography,68,110,1.15,Scandaleusement célèbre,14952,2006
1756,6.7,Animation,57,105,0.06,Renaissance,14773,2006
1757,6.3,Action,68,185,0.0,Krrish,14392,2006
1758,7.0,Comedy,83,91,0.01,Taxidermie,14289,2006
1759,5.1,Crime,43,113,12.51,Freedomland,14016,2006
1760,6.5,Biography,50,122,0.22,Fur: Un portrait imaginaire de Diane Arbus,13939,2006
1761,6.5,Animation,62,87,58.64,George le petit curieux,13601,2006
1762,5.9,Crime,51,91,7.83,The Night Listener,13515,2006
1763,6.7,Drama,38,111,10.18,Facing the Giants,13413,2006
1764,6.7,Comedy,54,82,0.08,10 Items or Less,13346,2006
1765,6.7,Crime,65,85,0.02,The Dead Girl,13086,2006
1766,7.1,Drama,82,128,0.32,Indigènes,12771,2006
1767,6.3,Comedy,68,86,5.54,For Your Consideration,12715,2006
1768,4.6,Action,33,110,1.02,Skinwalkers,12099,2006
1769,6.8,Biography,59,104,0.35,Copying Beethoven,11734,2006
1770,7.7,Documentary,70,92,1.68,Qui a tué la voiture électrique?,11608,2006
1771,7.1,Comedy,82,95,3.34,Venus,11556,2006
1772,5.6,Horror,42,99,1.26,Abandonnée,11548,2006
1773,6.2,Drama,57,96,0.06,Los Angeles: Alerte maximum,11538,2006
1774,7.6,Drama,54,112,0.03,Snow Cake,11376,2006
1775,7.9,Documentary,59,118,0.15,Cocaine Cowboys,11308,2006
1776,6.8,Comedy,64,99,11.43,Something New,11193,2006
1777,7.5,Drama,56,118,0.02,L'inconnue,11049,2006
1778,7.5,Documentary,64,95,0.32,The Road to Guantanamo,10740,2006
1779,7.3,Comedy,38,95,0.0,Trailer Park Boys: The Movie,10737,2006
1780,6.8,Drama,73,113,0.15,Red Road,10722,2006
1781,6.6,Drama,66,96,0.2,Sherrybaby,10703,2006
1782,4.8,Horror,38,85,7.75,The Return,10499,2006
1783,7.3,Drama,73,97,0.01,Time,10490,2006
1784,7.7,Animation,65,111,0.0,Amer béton,10457,2006
1785,7.0,Comedy,70,103,0.16,Outsourced,10323,2006
1786,7.3,Documentary,58,94,0.18,The Bridge,10015,2006
1787,6.8,Comedy,56,98,0.24,Leçons de conduite,9995,2006
1788,6.4,Comedy,63,85,0.23,The Foot Fist Way,9908,2006
1789,7.3,Drama,47,91,8.11,Bella,9903,2006
1790,5.6,Action,42,106,0.05,Les soldats du désert,9689,2006
1791,6.7,Comedy,71,99,0.05,Le direktør,9601,2006
1792,6.7,Biography,62,101,4.29,Au nom de la liberté,9577,2006
1793,5.1,Comedy,45,107,63.26,Affaire de femmes,9482,2006
1794,3.2,Comedy,21,89,15.66,Larry the Cable Guy: Health Inspector,9278,2006
1795,4.5,Animation,28,75,15.59,Cendrillon et le prince (pas trop) charmant,9101,2006
1796,5.1,Adventure,43,90,16.65,Enfants non accompagnés,9095,2006
1797,6.0,Comedy,63,105,21.16,ATL,8950,2006
1798,7.3,Drama,72,101,0.12,Les climats,8948,2006
1799,8.0,Documentary,86,101,30.58,Délivrez-nous du mal,8911,2006
1800,2.1,Action,30,95,7.01,Crossover,8836,2006
1801,6.8,Drama,52,101,37.63,La nativité,8786,2006
1802,6.6,Comedy,68,85,2.27,La doublure,8680,2006
1803,5.9,Action,37,97,21.32,Waist Deep,8634,2006
1804,5.8,Drama,58,117,0.74,Demande à la poussière,8453,2006
1805,3.0,Comedy,36,99,7.06,Phat Girlz,8395,2006
1806,5.0,Comedy,37,92,0.65,Another Gay Movie,8129,2006
1807,7.4,Drama,79,105,0.55,Nouvelle donne,8086,2006
1808,5.6,Horror,69,101,0.03,The Last Winter,7751,2006
1809,7.0,Crime,55,85,0.0,London to Brighton,7562,2006
1810,5.9,Comedy,45,91,0.05,Mini's First Time,7532,2006
1811,7.3,Action,73,110,0.05,Exilé,7395,2006
1812,6.0,Comedy,40,86,0.48,Beer League,7199,2006
1813,6.3,Drama,58,101,0.0,First Snow,7156,2006
1814,5.6,Adventure,46,91,8.08,Hoot,7024,2006
1815,6.4,Drama,40,165,0.51,Jaan-E-Mann: Let's Fall in Love... Again,6953,2006
1816,8.1,Crime,91,122,74.28,"No Country for Old Men - Non, ce pays n'est pas pour le vieil homme",690233,2007
1817,7.2,Drama,65,101,256.39,Je suis une légende,587540,2007
1818,7.1,Action,61,144,319.07,Transformers,544676,2007
1819,8.1,Action,85,115,227.47,La vengeance dans la peau,543664,2007
1820,8.0,Animation,96,111,206.45,Ratatouille,523493,2007
1821,7.1,Action,50,169,309.42,Pirates des Caraïbes - Jusqu'au bout du monde,519998,2007
1822,8.1,Adventure,73,148,18.35,Into the Wild,479236,2007
1823,7.6,Comedy,76,113,121.46,SuperGrave,454726,2007
1824,7.5,Comedy,81,96,143.5,Juno,443233,2007
1825,6.2,Action,59,139,336.53,Spider-Man 3,421883,2007
1826,8.1,Drama,93,158,40.22,There Will Be Blood,419105,2007
1827,7.5,Adventure,71,138,292.0,Harry Potter et l'ordre du Phénix,403273,2007
1828,7.9,Action,81,121,23.64,Hot Fuzz,390374,2007
1829,7.2,Action,69,128,134.53,Die Hard 4: Retour en enfer,354792,2007
1830,7.7,Crime,78,157,33.08,Zodiac,350249,2007
1831,7.8,Biography,76,157,130.16,American Gangster,345781,2007
1832,7.0,Comedy,85,129,148.73,"En cloque, mode d'emploi",315990,2007
1833,7.4,Drama,83,116,52.9,"Sweeney Todd, le diabolique barbier de Fleet Street",304718,2007
1834,6.9,Crime,62,122,117.15,Ocean's 13,277501,2007
1835,7.4,Animation,80,87,183.14,Les Simpson: le film,275922,2007
1836,7.2,Action,53,124,47.0,"Shooter, tireur d'élite",275674,2007
1837,7.7,Adventure,76,122,53.61,3h10 pour Yuma,254733,2007
1838,7.2,Horror,58,126,25.59,The Mist,242805,2007
1839,6.1,Animation,58,93,320.71,Shrek le Troisième,232982,2007
1840,6.8,Horror,64,104,71.99,Chambre 1408,228839,2007
1841,7.0,Drama,78,100,28.64,28 semaines plus tard,228122,2007
1842,7.7,Adventure,66,127,38.63,"Stardust, le mystère de l'étoile",226257,2007
1843,5.6,Action,45,92,131.92,Les 4 fantastiques et le Surfer d'argent,225804,2007
1844,7.7,Crime,72,114,20.3,Gone Baby Gone,216219,2007
1845,7.8,Drama,85,123,50.93,Reviens-moi,210203,2007
